Animal-Animal ID,Animal-Birth ID,Animal-BW 1-Value,Animal-BW 1-Reliability,Animal-PW-Value,Animal-PW-Reliability,Animal-A2 Status,Animal-Calving Date,Pre-Calving-Expected Calving Date,Dam-Cow No.,Dam-Official ID,Sire-Name,Sire-Sire ID,Calf-Birth Date,Calf-BW 2-Value,Calf-BW 2-Reliability,Calf-Sex
194,HKYM-18-90,248,44,270,15,A2/A2,16 Aug 2020,,218,WTNG-14-9,PRIESTS SIERRA,511011,16 Aug 2020,147,11,F
195,WTNG-15-7,172,57,226,68,A2/A2,24 Aug 2020,,,FMD-11-158,PUKEROA TGM MANZELLO,308533,24 Aug 2020,,,M
196,HKYM-14-51,221,57,114,72,A2/A2,08 Sep 2020,,,FMD-11-121,ARRIETA NN DEGREE ET,308583,08 Sep 2020,,,M
198,WTNG-15-65,204,56,265,68,A2/A2,,14 Sep 2020,,MQVR-09-71,PUKEROA TGM MANZELLO,308533,,,,
199,HKYM-12-69,224,61,240,76,A2/A2,30 Aug 2020,,,FMD-04-137,FOXTON NN FROSTY S3J,309039,30 Aug 2020,,,M
200,HKYM-16-19,225,55,363,59,A2/A2,,01 Sep 2020,,PKTY-11-50,LYNBROOK TERRIFIC ET S3J,309084,,,,
201,HKYM-18-130,254,40,235,15,A2/A2,30 Aug 2020,,3,HKYM-13-78,RUANUI TERRIFIC DALAS S3J,316033,30 Aug 2020,,,M
202,HKYM-15-131,233,55,324,68,A2/A2,,,,FMD-11-135,BONACORD MURMUR BOLT,313016,,,,
203,WTNG-15-30,180,56,242,68,A2/A2,,28 Aug 2020,,MQVR-07-39,HOWIES CHECKPOINT,508077,,,,
204,HKYM-18-84,276,42,287,15,A2/A2,,,27,HKYM-15-9,BRAEDENE PAS TRIPLESTAR,313516,,,,
205,HKYM-14-77,114,66,124,74,A2/A2,,06 Sep 2020,,FMD-11-166,LYNBROOK TGM TANGO S3J,308083,,,,
206,WTNG-15-76,167,56,295,68,A2/A2,,29 Oct 2020,,MQVR-09-79,ARRIETA NN DEGREE ET,308583,,,,
207,HKYM-16-84,198,56,290,63,A2/A2,31 Aug 2020,,,HKYM-12-67,KELLAND KC SPEEDWAY,309012,31 Aug 2020,251,36,F
208,HKYM-18-29,227,41,219,15,A2/A2,26 Aug 2020,,,HKYM-12-36,BRAEDENE PAS TRIPLESTAR,313516,26 Aug 2020,,,M
209,HKYM-15-44,211,57,77,69,A2/A2,17 Aug 2020,,234,HKYM-13-20,PUKEROA TGM MANZELLO,308533,17 Aug 2020,,,M
210,WTNG-18-70,254,45,257,16,A2/A2,16 Aug 2020,,,HKYM-15-126,BONACORD MURMUR BOLT,313016,16 Aug 2020,,,M
211,HKYM-16-147,186,56,26,63,A2/A2,,02 Sep 2020,,HKYM-12-36,LYNBROOK TERRIFIC ET S3J,309084,,,,
212,HKYM-14-32,255,67,386,75,A2/A2,27 Aug 2020,,,FMD-07-50,BONACORD MURMUR BOLT,313016,27 Aug 2020,,,M
213,HKYM-14-38,241,57,52,72,A2/A2,23 Aug 2020,,,HMMT-09-21,OKURA LT INTEGRITY,311013,23 Aug 2020,285,36,F
214,HKYM-13-41,179,68,295,80,A2/A2,05 Sep 2020,,,FMD-09-31,MARSDEN NN ELICIT ET,308500,05 Sep 2020,,,M
215,WTNG-15-22,197,57,194,68,A2/A2,,14 Aug 2020,,MQVR-09-31,HOWIES CHECKPOINT,508077,,,,
216,HKYM-17-111,217,55,266,50,A2/A2,22 Aug 2020,,,HKYM-13-144,OKURA LIKA MURMUR S3J,306549,22 Aug 2020,261,36,F
217,HKYM-14-22,204,60,52,71,A2/A2,29 Aug 2020,,,MQVR-10-75,LYNBROOK TERRIFIC ET S3J,309084,29 Aug 2020,260,37,F
218,WTNG-14-9,218,57,368,70,A2/A2,28 Aug 2020,,,HJTQ-06-341,HOWIES CHECKPOINT,508077,28 Aug 2020,267,36,F
219,FMD-11-198,124,59,123,77,A2/A2,29 Aug 2020,,,HXRQ-03-176,LENSSENS ENTICER,510042,29 Aug 2020,220,36,F
220,WTNG-15-15,243,57,293,66,A2/A2,,,,WTNG-13-49,CENTRAL VALLEY GEORGE S3J,308080,,,,
221,HKYM-14-197,175,56,147,70,A2/A2,,23 Aug 2020,,FMD-11-5,OKURA LIKA MURMUR S3J,306549,,,,
222,WTNG-18-39,239,43,236,15,A2/A2,02 Sep 2020,,,PKTY-11-54,BONACORD MURMUR BOLT,313016,02 Sep 2020,,,M
223,HKYM-18-40,237,43,255,15,A2/A2,31 Aug 2020,,,MQVR-12-17,BONACORD MURMUR BOLT,313016,31 Aug 2020,,,M
224,WTNG-18-49,245,43,236,15,A2/A2,02 Sep 2020,,,HKYM-14-158,BONACORD MURMUR BOLT,313016,02 Sep 2020,,,M
225,WTNG-18-61,252,42,262,16,A2/A2,29 Aug 2020,,,HKYM-13-173,BRAEDENE PAS TRIPLESTAR,313516,29 Aug 2020,141,11,F
226,WTNG-15-42,205,56,312,68,A2/A2,,10 Sep 2020,,MQVR-08-73,HOWIES CHECKPOINT,508077,,,,
227,HKYM-16-63,208,55,242,59,A2/A2,,,,MQVR-10-75,FREYDAN GOLDIE PRESELY ET,311536,,,,
228,HKYM-14-59,184,68,121,76,A2/A2,20 Aug 2020,,,FMD-07-50,KELLAND KC SPEEDWAY,309012,20 Aug 2020,,,M
229,HKYM-17-65,196,52,164,49,A2/A2,,06 Sep 2020,,HJTQ-07-496,WILLAND LT DYNAMO,311029,,,,
230,HKYM-14-152,164,58,164,71,A2/A2,,07 Sep 2020,,FMD-08-120,OKURA LIKA MURMUR S3J,306549,,,,
232,WTNG-14-45,193,57,267,68,A2/A2,06 Sep 2020,,,MQVR-08-78,HOWIES CHECKPOINT,508077,06 Sep 2020,,,M
233,HKYM-14-1,244,68,239,76,A2/A2,15 Aug 2020,,,FMD-08-137,PUKEROA TGM MANZELLO,308533,15 Aug 2020,280,39,F
234,HKYM-13-20,194,61,262,77,A2/A2,20 Aug 2020,,,FMD-11-91,TE ARANGA PCG JINGO,311027,20 Aug 2020,261,37,F
235,HKYM-14-42,267,67,425,73,A2/A2,,,,FMD-07-50,BONACORD MURMUR BOLT,313016,,,,
236,HKYM-15-34,186,56,69,67,A2/A2,,02 Sep 2020,,HKYM-13-74,PUKEROA TGM MANZELLO,308533,,,,
237,HKYM-13-131,227,62,343,78,A2/A2,23 Aug 2020,,,CNGW-06-37,UPLAND PARK TS INDY S3J,311005,23 Aug 2020,,,M
238,HKYM-15-199,263,56,277,68,A2/A2,,,,FMD-11-31,OKURA LT INTEGRITY,311013,,,,
239,WTNG-15-21,223,56,301,67,A2/A2,,11 Sep 2020,,WTNG-13-46,CENTRAL VALLEY GEORGE S3J,308080,,,,
240,HKYM-17-20,240,54,307,50,A2/A2,26 Aug 2020,,269,HKYM-13-137,LYNBROOK TERRIFIC ET S3J,309084,26 Aug 2020,285,35,F
241,WTNG-13-13,199,56,225,73,A2/A2,25 Aug 2020,,,MQVR-07-62,HOWIES CHECKPOINT,508077,25 Aug 2020,263,36,F
242,WTNG-13-22,208,61,209,74,A2/A2,,01 Sep 2020,,MRFT-07-74,HOWIES CHECKPOINT,508077,,,,
243,WTNG-15-28,200,55,235,67,A2/A2,26 Aug 2020,,,WTNG-13-6,CENTRAL VALLEY GEORGE S3J,308080,26 Aug 2020,,,M
244,HKYM-15-146,219,56,238,69,A2/A2,24 Aug 2020,,,FMD-11-40,PUKEROA TGM MANZELLO,308533,24 Aug 2020,,,M
245,HKYM-18-44,299,41,303,15,A2/A2,01 Sep 2020,,238,HKYM-15-199,BRAEDENE PAS TRIPLESTAR,313516,01 Sep 2020,,,M
246,HKYM-16-138,209,56,131,63,A2/A2,16 Aug 2020,,,FMD-11-12,LYNBROOK TERRIFIC ET S3J,309084,16 Aug 2020,257,36,M
247,WTNG-15-1,197,57,86,68,A2/A2,,06 Sep 2020,,FMD-11-39,PUKEROA TGM MANZELLO,308533,,,,
248,HKYM-17-55,179,54,196,50,A2/A2,,26 Oct 2020,,HKYM-13-184,KELLAND KC SPEEDWAY,309012,,,,
249,HJTQ-10-454,113,60,133,77,A2/A2,28 Aug 2020,,,MQVR-07-64,GREENPARK OM TARGET,306041,28 Aug 2020,,,M
250,WTNG-15-47,202,51,286,66,A2/A2,30 Aug 2020,,,WTNG-12-36,GLENUI MARRAKECH COLT JG,314536,30 Aug 2020,,,M
251,WTNG-18-54,272,41,278,15,A2/A2,23 Aug 2020,,,HKYM-15-103,BRAEDENE PAS TRIPLESTAR,313516,23 Aug 2020,152,10,F
252,HKYM-15-188,196,57,96,67,A2/A2,26 Aug 2020,,,FMD-08-69,ARRIETA NN DEGREE ET,308583,26 Aug 2020,,,M
253,HKYM-18-123,250,40,209,15,A2/A2,25 Aug 2020,,305,HKYM-14-164,RUANUI TERRIFIC DALAS S3J,316033,25 Aug 2020,140,10,F
254,WTNG-13-34,179,60,325,74,A2/A2,26 Aug 2020,,,MQVR-08-3,HOWIES CHECKPOINT,508077,26 Aug 2020,242,37,F
255,WTNG-12-5,199,60,313,75,A2/A2,,25 Aug 2020,,HJTQ-06-388,ST PETERS OBSIDIAN,510016,,,,
256,HKYM-16-97,166,56,177,63,A2/A2,22 Aug 2020,,,HKYM-12-86,KELLAND KC SPEEDWAY,309012,22 Aug 2020,,,M
257,HKYM-14-73,170,58,235,72,A2/A2,,01 Sep 2020,,HJTQ-09-490,OKURA LIKA MURMUR S3J,306549,,,,
258,HKYM-18-55,234,44,204,16,A2/A2,02 Sep 2020,,217,HKYM-14-22,BONACORD MURMUR BOLT,313016,02 Sep 2020,,,M
259,WTNG-13-24,200,59,239,74,A2/A2,25 Aug 2020,,,MQVR-08-23,HOWIES CHECKPOINT,508077,25 Aug 2020,,,M
261,HKYM-13-123,215,59,235,74,A2/A2,,06 Sep 2020,,FMD-08-70,PUKEROA TGM MANZELLO,308533,,,,
262,WTNG-13-25,197,57,351,74,A2/A2,,05 Sep 2020,,HJTQ-06-388,HOWIES CHECKPOINT,508077,,,,
263,WTNG-14-32,208,54,334,70,A2/A2,31 Aug 2020,,,MQVR-07-62,HOWIES CHECKPOINT,508077,31 Aug 2020,257,36,F
264,HKYM-15-45,208,56,270,65,A2/A2,31 Jul 2020,,,MQVR-10-4,PUKEROA TGM MANZELLO,308533,31 Jul 2020,291,38,M
265,WTNG-13-59,203,57,211,73,A2/A2,,28 Aug 2020,,MQVR-09-28,HOWIES CHECKPOINT,508077,,,,
266,HKYM-16-37,162,55,207,63,A2/A2,,25 Oct 2020,,FMD-11-41,KELLAND KC SPEEDWAY,309012,,,,
267,MRFT-14-82,208,57,319,69,A2/A2,,31 Aug 2020,,MRFT-10-43,HOWIES CHECKPOINT,508077,,,,
268,WTNG-14-35,204,57,254,70,A2/A2,,31 Aug 2020,,MQVR-11-17,HOWIES CHECKPOINT,508077,,,,
269,HKYM-13-137,186,58,165,76,A2/A2,18 Aug 2020,,,HJTQ-07-197,UPLAND PARK TS INDY S3J,311005,18 Aug 2020,258,36,F
270,HKYM-15-40,211,57,259,69,A2/A2,,,,HKYM-13-30,PUKEROA TGM MANZELLO,308533,,,,
271,WTNG-14-16,206,58,292,71,A2/A2,04 Sep 2020,,,MQVR-09-28,HOWIES CHECKPOINT,508077,04 Sep 2020,270,36,F
272,WTNG-15-40,225,55,230,65,A2/A2,30 Aug 2020,,,WTNG-12-4,PUKEROA TGM MANZELLO,308533,30 Aug 2020,,,M
273,HKYM-15-15,228,57,310,67,A2/A2,07 Sep 2020,,,HKYM-13-184,PUKEROA TGM MANZELLO,308533,07 Sep 2020,,,M
274,WTNG-15-33,198,57,367,66,A2/A2,,04 Sep 2020,,MQVR-08-11,HOWIES CHECKPOINT,508077,,,,
275,HKYM-14-97,165,59,70,71,A2/A2,,10 Sep 2020,,HJTQ-10-181,PUKEROA TGM MANZELLO,308533,,,,
276,HKYM-18-69,252,43,234,15,A2/A2,07 Sep 2020,,213,HKYM-14-38,BONACORD MURMUR BOLT,313016,07 Sep 2020,,,M
277,HKYM-16-91,193,56,420,63,A2/A2,03 Sep 2020,,,PKTY-11-20,KELLAND KC SPEEDWAY,309012,03 Sep 2020,264,35,F
278,WTNG-15-16,239,51,279,64,A2/A2,02 Sep 2020,,299,WTNG-13-53,CENTRAL VALLEY GEORGE S3J,308080,02 Sep 2020,,,M
279,HKYM-17-51,206,54,238,50,A2/A2,25 Aug 2020,,,FMD-11-160,LYNBROOK TERRIFIC ET S3J,309084,25 Aug 2020,,,M
280,WTNG-15-78,197,57,343,68,A2/A2,,,,MQVR-10-53,ARRIETA NN DEGREE ET,308583,,,,
281,HKYM-16-149,224,55,324,63,A2/A2,,31 Aug 2020,,HJTQ-07-496,LYNBROOK TERRIFIC ET S3J,309084,,,,
282,HKYM-17-56,220,55,203,50,A2/A2,,08 Oct 2020,,HKYM-13-80,LYNBROOK TERRIFIC ET S3J,309084,,,,
283,WTNG-15-35,214,57,238,68,A2/A2,,19 Aug 2020,,WTNG-12-31,PUKEROA TGM MANZELLO,308533,,,,
284,MQVR-11-11,181,59,282,74,A2/A2,23 Aug 2020,,,FVVY-04-182,GLENHAVEN TGM GENIUS S3J,306016,23 Aug 2020,,,M
285,HKYM-16-105,245,54,218,62,A2/A2,01 Sep 2020,,199,HKYM-12-69,LYNBROOK TERRIFIC ET S3J,309084,01 Sep 2020,,,M
286,HKYM-16-161,238,56,198,59,A2/A2,,08 Oct 2020,,FMD-11-36,LYNBROOK TERRIFIC ET S3J,309084,,,,
287,HKYM-14-15,176,68,55,71,A2/A2,,23 Aug 2020,,FMD-07-50,KELLAND KC SPEEDWAY,309012,,,,
288,WTNG-15-62,204,57,286,68,A2/A2,06 Sep 2020,,,WTNG-12-9,PUKEROA TGM MANZELLO,308533,06 Sep 2020,255,37,F
289,HKYM-18-39,260,43,252,15,A2/A2,20 Aug 2020,,338,HKYM-14-44,BONACORD MURMUR BOLT,313016,20 Aug 2020,145,11,F
290,WTNG-15-71,197,51,299,66,A2/A2,,30 Aug 2020,,WTNG-12-80,HAYWARDS TGM AIM S3J,308103,,,,
291,MQVR-11-59,176,59,328,75,A2/A2,23 Aug 2020,,,BJGF-04-12,GLENHAVEN TGM GENIUS S3J,306016,23 Aug 2020,253,36,F
292,HKYM-15-165,173,57,134,69,A2/A2,,27 Aug 2020,,FMD-11-194,PUKEROA TGM MANZELLO,308533,,,,
293,WTNG-14-22,156,58,146,71,A2/A2,28 Aug 2020,,,MQVR-09-57,HOWIES CHECKPOINT,508077,28 Aug 2020,236,36,F
294,HKYM-17-88,209,54,262,50,A2/A2,,07 Oct 2020,444,FMD-11-70,KELLAND KC SPEEDWAY,309012,,,,
295,HKYM-14-21,227,58,265,71,A2/A2,26 Aug 2020,,,FMD-11-229,OKURA LIKA MURMUR S3J,306549,26 Aug 2020,,,M
296,HKYM-13-108,156,58,172,76,A2/A2,,26 Oct 2020,,HJTQ-06-85,WESTWARD HO BULLSEYE,310040,,,,
297,WTNG-15-18,232,57,264,68,A2/A2,03 Sep 2020,,,WTNG-13-33,CENTRAL VALLEY GEORGE S3J,308080,03 Sep 2020,269,37,F
298,WTNG-15-10,174,56,224,68,A2/A2,21 Aug 2020,,,MQVR-09-30,HOWIES CHECKPOINT,508077,21 Aug 2020,,,M
299,WTNG-13-53,197,38,431,68,A2/A2,25 Aug 2020,,,HJTQ-06-319,,,25 Aug 2020,251,32,F
300,HKYM-14-175,182,59,169,72,A2/A2,27 Aug 2020,,,FMD-08-130,OKURA LIKA MURMUR S3J,306549,27 Aug 2020,243,37,F
301,WTNG-12-8,148,39,228,69,A2/A2,28 Aug 2020,,,MRFT-07-74,,,28 Aug 2020,,,M
302,WTNG-15-64,173,56,398,67,A2/A2,24 Aug 2020,,,WTNG-12-41,HAYWARDS TGM AIM S3J,308103,24 Aug 2020,,,M
303,WTNG-15-24,225,57,291,68,A2/A2,18 Aug 2020,,284,MQVR-11-11,HOWIES CHECKPOINT,508077,18 Aug 2020,277,36,F
304,WTNG-18-38,212,43,209,15,A2/A2,04 Sep 2020,,,FMD-08-64,BONACORD MURMUR BOLT,313016,04 Sep 2020,,,M
305,HKYM-14-164,196,58,332,72,A2/A2,,07 Sep 2020,,FMD-08-57,OKURA LIKA MURMUR S3J,306549,,,,
306,HKYM-16-1,209,56,43,63,A2/A2,,26 Oct 2020,217,HKYM-14-22,PUHIPUHI CAPS GOLDIE S3J,309046,,,,
307,HKYM-18-129,262,38,229,14,A2/A2,,,7,HKYM-15-35,RUANUI TERRIFIC DALAS S3J,316033,,,,
308,HKYM-16-8,257,64,231,66,A2/A2,10 Aug 2020,,217,HKYM-14-22,FREYDAN GOLDIE PRESELY ET,311536,10 Aug 2020,281,38,F
309,WTNG-12-18,201,57,295,75,A2/A2,,03 Sep 2020,,HJTQ-10-99,FOXTON NN FROSTY S3J,309039,,,,
310,HKYM-15-25,253,57,195,69,A2/A2,08 Sep 2020,,,HKYM-13-51,PUKEROA TGM MANZELLO,308533,08 Sep 2020,,,F
311,WTNG-14-61,173,57,193,71,A2/A2,05 Sep 2020,,,MQVR-11-7,HOWIES CHECKPOINT,508077,05 Sep 2020,254,36,F
312,WTNG-14-6,235,58,399,71,A2/A2,25 Aug 2020,,291,MQVR-11-59,HOWIES CHECKPOINT,508077,25 Aug 2020,282,36,F
313,WTNG-14-8,166,55,191,68,A2/A2,02 Aug 2020,,,MQVR-11-78,HOWIES CHECKPOINT,508077,02 Aug 2020,303,36,M
314,WTNG-15-12,189,58,277,68,A2/A2,,09 Oct 2020,,FMD-09-90,ARRIETA NN DEGREE ET,308583,,,,
315,HKYM-17-80,219,52,195,49,A2/A2,,28 Aug 2020,,HKYM-12-163,WILLAND LT DYNAMO,311029,,,,
316,HKYM-18-64,228,60,187,21,A2/A2,13 Aug 2020,,1,HKYM-15-74,BELLS CM CONRAD S2J,312057,13 Aug 2020,129,15,F
317,WTNG-12-84,201,58,298,75,A2/A2,,28 Aug 2020,,MQVR-08-59,HOWIES CHECKPOINT,508077,,,,
319,HKYM-18-93,227,43,222,15,A2/A2,,,,FMD-11-109,BONACORD MURMUR BOLT,313016,,,,
320,HKYM-13-167,197,59,257,77,A2/A2,04 Sep 2020,,,PTV-06-48,HAYWARDS TGM AIM S3J,308103,04 Sep 2020,251,37,F
321,MQVR-15-29,212,52,270,63,A2/A2,,25 Aug 2020,,HJTQ-09-344,PUKEROA TGM MANZELLO,308533,,,,
322,HKYM-12-138,202,58,248,76,A2/A2,,04 Sep 2020,,HJTQ-05-58,OKURA LIKA MURMUR S3J,306549,,,,
323,HKYM-13-124,244,60,263,77,A2/A2,,05 Sep 2020,,HJTQ-07-277,OKURA LT INTEGRITY,311013,,,,
324,HKYM-18-81,221,42,235,15,A2/A2,28 Aug 2020,,120,PQVV-12-71,OKURA OLM KAINO ET,313046,28 Aug 2020,,,M
325,MQVR-13-63,166,58,197,72,A2/A2,30 Aug 2020,,,MRFT-10-9,HOWIES CHECKPOINT,508077,30 Aug 2020,,,M
326,HKYM-17-39,197,54,157,50,A2/A2,29 Aug 2020,,219,FMD-11-198,LYNBROOK TERRIFIC ET S3J,309084,29 Aug 2020,,,M
327,HKYM-17-93,221,55,342,50,A2/A2,29 Aug 2020,,,PKTY-11-43,LYNBROOK TERRIFIC ET S3J,309084,29 Aug 2020,275,35,F
328,HKYM-17-23,224,55,171,50,A2/A2,,,,FMD-11-29,LYNBROOK TERRIFIC ET S3J,309084,,,,
329,MQVR-09-90,93,57,76,75,A2/A2,30 Aug 2020,,,JMNG-04-83,DONALDS EDIFY,304132,30 Aug 2020,,,M
330,MQVR-12-8,215,53,381,72,A2/A2,28 Aug 2020,,,HJTQ-06-28,HOWIES CHECKPOINT,508077,28 Aug 2020,275,35,F
331,HKYM-18-100,253,43,257,15,A2/A2,28 Aug 2020,,,HKYM-14-120,BONACORD MURMUR BOLT,313016,28 Aug 2020,,,M
332,HKYM-15-98,211,57,338,69,A2/A2,31 Aug 2020,,,HJTQ-05-307,PUKEROA TGM MANZELLO,308533,31 Aug 2020,,,M
333,HKYM-15-148,226,57,272,64,A2/A2,,26 Oct 2020,,FMD-09-198,PUKEROA TGM MANZELLO,308533,,,,
334,HKYM-17-64,197,53,167,50,A2/A2,,03 Sep 2020,,HKYM-14-58,KELLAND KC SPEEDWAY,309012,,,,
335,MQVR-14-42,182,58,276,71,A2/A2,,31 Aug 2020,,MQVR-10-26,HOWIES CHECKPOINT,508077,,,,
336,MQVR-13-56,168,58,264,73,A2/A2,,28 Oct 2020,,MQVR-10-63,HOWIES CHECKPOINT,508077,,,,
337,HKYM-14-63,240,57,292,71,A2/A2,03 Sep 2020,,,WTNG-12-47,CENTRAL VALLEY GEORGE S3J,308080,03 Sep 2020,273,37,F
338,HKYM-14-44,255,57,329,72,A2/A2,18 Aug 2020,,,HKYM-12-114,CENTRAL VALLEY GEORGE S3J,308080,18 Aug 2020,280,37,M
339,HKYM-17-57,211,55,260,50,A2/A2,25 Aug 2020,,237,HKYM-13-131,KELLAND KC SPEEDWAY,309012,25 Aug 2020,,,M
340,HKYM-18-63,239,42,230,15,A2/A2,31 Aug 2020,,,HKYM-15-137,BRAEDENE PAS TRIPLESTAR,313516,31 Aug 2020,,,M
341,MQVR-13-55,219,59,421,73,A2/A2,28 Aug 2020,,,HJTQ-08-245,HOWIES CHECKPOINT,508077,28 Aug 2020,262,37,F
342,PQWH-12-10,182,56,383,73,A2/A2,02 Sep 2020,,,HJTQ-04-27,HOWIES CHECKPOINT,508077,02 Sep 2020,,,M
344,MQVR-12-35,224,57,385,73,A2/A2,,25 Oct 2020,,HJTQ-07-341,HOWIES CHECKPOINT,508077,,,,
346,HKYM-18-106,240,43,224,15,A2/A2,03 Sep 2020,,,HKYM-12-187,BONACORD MURMUR BOLT,313016,03 Sep 2020,136,11,F
347,HKYM-13-55,212,67,195,77,A2/A2,30 Aug 2020,,,HJTQ-10-457,CENTRAL VALLEY GEORGE S3J,308080,30 Aug 2020,,,M
348,HKYM-18-10,241,41,226,15,A2/A2,27 Aug 2020,,86,MRFT-13-59,OKURA OLM KAINO ET,313046,27 Aug 2020,136,10,F
349,MQVR-15-28,192,57,63,68,A2/A2,15 Aug 2020,,,MQVR-07-67,PUKEROA TGM MANZELLO,308533,15 Aug 2020,249,37,M
350,HKYM-16-61,241,57,258,62,A2/A2,,,,HKYM-13-185,LYNBROOK TERRIFIC ET S3J,309084,,,,
351,HKYM-18-94,255,41,262,15,A2/A2,16 Aug 2020,,,HKYM-14-12,BRAEDENE PAS TRIPLESTAR,313516,16 Aug 2020,,,M
352,MQVR-14-57,200,54,422,69,A2/A2,,27 Aug 2020,,HJTQ-09-371,HOWIES CHECKPOINT,508077,,,,
353,HKYM-14-188,219,58,218,72,A2/A2,22 Aug 2020,,,FMD-08-105,ARRIETA NN DEGREE ET,308583,22 Aug 2020,,,M
354,MQVR-14-17,201,56,328,69,A2/A2,24 Aug 2020,,,HJTQ-07-403,HOWIES CHECKPOINT,508077,24 Aug 2020,253,36,F
355,HKYM-14-196,220,56,277,71,A2/A2,24 Aug 2020,,,FMD-11-56,PUKEROA TGM MANZELLO,308533,24 Aug 2020,275,36,F
356,HKYM-18-92,261,41,260,15,A2/A2,,,236,HKYM-15-34,BRAEDENE PAS TRIPLESTAR,313516,,,,
357,WTNG-18-62,231,44,219,16,A2/A2,26 Aug 2020,,,HKYM-13-107,BONACORD MURMUR BOLT,313016,26 Aug 2020,131,11,F
358,MQVR-12-23,148,56,226,73,A2/A2,,02 Sep 2020,,HJTQ-09-30,KRAAKMANS JUMP-START,506102,,,,
359,FMD-11-218,135,58,133,77,A2/A2,02 Sep 2020,,,PTV-06-16,HAZAELS DELIGHT,510040,02 Sep 2020,,,M
360,HKYM-18-27,221,43,205,15,A2/A2,26 Aug 2020,,4,HKYM-13-236,BONACORD MURMUR BOLT,313016,26 Aug 2020,,,M
361,HKYM-15-26,213,57,206,69,A2/A2,,,,FMD-07-31,LYNBROOK TERRIFIC ET S3J,309084,,,,
362,HKYM-14-122,184,57,232,71,A2/A2,28 Aug 2020,,,HJTQ-06-348,OKURA LIKA MURMUR S3J,306549,28 Aug 2020,,,M
363,HKYM-15-14,223,57,346,69,A2/A2,,31 Aug 2020,,HKYM-13-156,PUKEROA TGM MANZELLO,308533,,,,
364,HKYM-15-205,200,56,146,69,A2/A2,,28 Oct 2020,,FMD-11-76,PUKEROA TGM MANZELLO,308533,,,,
365,HKYM-17-48,253,54,286,50,A2/A2,,31 Aug 2020,,FMD-11-17,LYNBROOK TERRIFIC ET S3J,309084,,,,
366,MQVR-13-44,159,57,250,73,A2/A2,30 Aug 2020,,,HJTQ-08-465,HOWIES CHECKPOINT,508077,30 Aug 2020,,,M
367,HKYM-17-1,206,55,208,50,A2/A2,,01 Sep 2020,,HKYM-12-102,LYNBROOK TERRIFIC ET S3J,309084,,,,
368,HKYM-16-118,198,56,23,63,A2/A2,,29 Aug 2020,107,HKYM-12-131,LYNBROOK TERRIFIC ET S3J,309084,,,,
369,MQVR-12-5,179,54,267,72,A2/A2,,08 Sep 2020,,HJTQ-07-237,ST PETERS OBSIDIAN,510016,,,,
370,MQVR-14-50,194,56,309,70,A2/A2,08 Sep 2020,,,HJTQ-06-337,HOWIES CHECKPOINT,508077,08 Sep 2020,,,M
371,HKYM-14-25,210,57,314,72,A2/A2,,27 Oct 2020,,FMD-09-163,ARRIETA NN DEGREE ET,308583,,,,
372,HKYM-18-68,241,43,232,15,A2/A2,26 Aug 2020,,90,MQVR-09-25,BONACORD MURMUR BOLT,313016,26 Aug 2020,136,11,F
373,MQVR-15-60,204,54,267,66,A2/A2,01 Sep 2020,,,MQVR-12-44,CHERRYLANE MNE VELOCITY,314503,01 Sep 2020,270,35,F
374,MQVR-13-38,147,57,202,73,A2/A2,,08 Oct 2020,,HJTQ-08-261,WAIWIRA WARLORD,511038,,,,
375,MQVR-15-30,211,57,169,68,A2/A2,,01 Sep 2020,,HJTQ-03-256,PUKEROA TGM MANZELLO,308533,,,,
376,HKYM-16-88,204,55,240,63,A2/A2,16 Aug 2020,,,FMD-11-25,KELLAND KC SPEEDWAY,309012,16 Aug 2020,254,36,F
377,HKYM-15-134,225,57,184,69,A2/A2,30 Aug 2020,,,HKYM-12-186,ARRIETA NN DEGREE ET,308583,30 Aug 2020,271,36,F
378,HKYM-15-193,283,59,428,70,A2/A2,,18 Aug 2020,,FMD-08-71,PUKEROA TGM MANZELLO,308533,,,,
379,HKYM-15-172,181,59,54,69,A2/A2,,13 Sep 2020,,FMD-09-204,KELLAND KC SPEEDWAY,309012,,,,
380,HKYM-13-139,219,59,398,77,A2/A2,06 Sep 2020,,,FMD-08-126,CENTRAL VALLEY GEORGE S3J,308080,06 Sep 2020,,,M
380,HKYM-13-139,219,59,398,77,A2/A2,06 Sep 2020,,,FMD-08-126,CENTRAL VALLEY GEORGE S3J,308080,06 Sep 2020,,,M
381,HKYM-14-153,232,57,213,69,A2/A2,21 Aug 2020,,,FMD-11-25,PUKEROA TGM MANZELLO,308533,21 Aug 2020,280,36,F
382,MQVR-15-17,180,56,154,68,A2/A2,26 Aug 2020,,,MRFT-10-2,PUKEROA TGM MANZELLO,308533,26 Aug 2020,105,14,F
383,MQVR-15-52,159,54,66,67,A2/A2,02 Sep 2020,,,HJTQ-12-90,CRESCENT MAN DOMINIC ET,307514,02 Sep 2020,,,M
384,HKYM-17-102,182,53,158,50,A2/A2,,,,HKYM-12-179,OKURA LIKA MURMUR S3J,306549,,,,
385,HKYM-16-64,237,56,305,63,A2/A2,,26 Oct 2020,,HKYM-12-82,LYNBROOK TERRIFIC ET S3J,309084,,,,
386,HKYM-16-146,230,56,301,63,A2/A2,,28 Aug 2020,,HKYM-13-156,LYNBROOK TERRIFIC ET S3J,309084,,,,
